,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
4328,145325,"Santa Helena, Seleccion Merlot",Santa Helena Vina Santa Helena,Chile,Rapel Valley,,,,Merlot,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
4329,145326,"Santa Helena, Gran Reserva Cabernet Sauvignon",Santa Helena Vina Santa Helena,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY5,TANNIN5,50000,2015,750
4330,145327,"Santa Helena, Gran Reserva Pinot Noir",Santa Helena Vina Santa Helena,Chile,Central Valley,,,,Pinot Noir,,,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2015,750
4331,145330,"Dog Point, Pinot Noir",Dog Point Vineyard,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY5,BODY3,TANNIN3,160000,2016,750
4332,145331,"Dog Point, Sauvignon Blanc",Dog Point Vineyard,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",13~14,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,86000,2017,750
4333,145332,"Spadafora, Alhambra Bianco",Spadafora,Italy,Sicilia,,,,Inzolia,Catarratto,,,,,,,,,,,White,Table,11,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2014,750
4334,145333,"Spadafora, Don Pietro",Spadafora,Italy,Sicilia,,,,Cabernet Sauvignon,Merlot,Nero d'Avola,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
4335,145334,"Spadafora, Monreale Syrah",Spadafora,Italy,Sicilia,,,,Syrah & Shiraz,Nero d'Avola,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2005,750
4336,145335,"Spadafora, Schietto Syrah",Spadafora,Italy,Sicilia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2008,750
4337,145336,"Beaucanon, Cabernet Sauvignon",Beaucanon Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2002,750
4338,145337,"Beaucanon, Chardonnay",Beaucanon Winery,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,,,,,,,White,Table,14.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2002,750
4339,145338,"Beaucanon, Trifecta",Beaucanon Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,14.1,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2001,750
4340,145339,Chateau La Gatte,Chateau La Gatte,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Malbec,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
4341,145340,Chateau de Croignon,Chateau de Croignon,France,Bordeaux,Bordeaux Superieur,,,Merlot,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
4342,145346,Chateau Rauzan Segla,Chateau RauzanSegla Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Petit Verdot,Cabernet Franc,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,200000,2017,750
4343,145347,Chateau Le Gay,Chateau Le Gay,France,Bordeaux,Pomerol,,,Cabernet Franc,Merlot,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
4344,145348,Chateau Moulin La Graviere,Chateau Moulin La Graviere,France,Bordeaux,Lalande de Pomerol,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2015,750
4345,145352,Chateau Langoa Barton,Chateau Langoa Barton Grand Cru Classe3rd Cru,France,Bordeaux,SaintJulien,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,115000,2016,750
4346,145353,"La Tourelle, Blanc",La Tourelle,France,Bordeaux,,,,Semillon,Muscadet,,,,,,,,,,,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2006,750
4347,145354,"La Tourelle, Rouge",La Tourelle,France,Bordeaux,,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2006,750
4348,145355,Fongrave Moelleux,Chateau Fongrave,France,Bordeaux,,,,Semillon,Muscadet,,,,,,,,,,,White,Dessert,,,SWEET5,ACIDITY2,BODY2,TANNIN1,0,2006,750
4349,145356,Chateau Fongrave,Chateau Fongrave,France,Bordeaux,,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
4350,145357,Chateau Le Thys,Chateau Le Thys,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2002,750
4351,145359,Chateau Lassus,Chateau Lassus,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2004,750
4352,145362,Chateau Saint Paul,Chateau Saint Paul,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
4353,145364,Chateau Larrivaux,Chateau Larrivaux,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
4354,145386,Chateau Peymartin,Chateau Gloria,France,Bordeaux,SaintJulien,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2004,750
4355,145388,Chateau Grand Pontet,Chateau Grand Pontet,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2002,750
4356,145389,Chateau Laroze,Chateau Laroze,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,140000,2007,750
4357,145390,Chateau Larmande,Chateau Larmande Grand Cru Classe,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2003,750
4358,145393,Chateau Vieux Chaigneau,Chateau Vieux Chaigneau,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2002,750
4359,145394,Chateau Doisy Vedrines,Chateau Doisy Vedrines,France,Bordeaux,Sauternes,,,Semillon,Muscadet,Sauvignon blanc,,,,,,,,,,White,Dessert,13~14,8~10,SWEET5,ACIDITY3,BODY4,TANNIN1,0,2016,750
4360,145406,Chateau Grand Puy Ducasse,Chateau Grand Puy Ducasse Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5~14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,67000,2018,750
4361,145407,Chateau La Tour Laspic,Chateau HautBatailley Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
4362,145411,"Heinrich, Red",Heinrich,Austria,Burgenland,Neusiedlersee,,,Zweigelt,St. Laurent,Blaufrankisch,,,,,,,,,,Red,Table,12~13,14~16,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
4363,145412,"Heinrich, Zweigelt",Heinrich,Austria,Burgenland,Neusiedlersee,,,Zweigelt,,,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
4364,145413,"Heinrich, Blaufrankisch",Heinrich,Austria,Burgenland,Neusiedlersee,,,Blaufrankisch,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2016,750
4365,145414,"Heinrich, Gabarinza",Heinrich,Austria,Burgenland,Neusiedlersee,,,Zweigelt,Blaufrankisch,Merlot,St. Laurent,Etc,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2005,750
4366,145415,"Jurtschitsch, Zweigelt",Jurtschitsch,Austria,Niederosterreich,Kamptal,,,Zweigelt,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2004,750
4367,145416,"Jurtschitsch, Rotspon Reserve",Jurtschitsch,Austria,Niederosterreich,Kamptal,,,Pinot Noir,Zweigelt,Merlot,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2004,750
4368,145417,"Jurtschitsch, Gruve",Jurtschitsch,Austria,Niederosterreich,Kamptal,,,Gruner Veltliner,,,,,,,,,,,,White,"Appetizer, Table",11.5,8~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2007,750
4369,145418,"Jurtschitsch, Sauvignon Blanc Fahnberg",Jurtschitsch,Austria,Niederosterreich,Kamptal,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,0,2006,750
4370,145419,Zantho Muskat Ottonel,Zantho,Austria,Burgenland,Neusiedlersee,,,,,,,,,,,,,,,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,60000,2009,750
4371,145420,"Zantho, Zweigelt",Zantho,Austria,Burgenland,Neusiedlersee,,,Zweigelt,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,48000,2001,750
4372,145421,"Zantho, Blaufrankish",Zantho,Austria,Burgenland,Neusiedlersee,,,Blaufrankisch,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2017,750
4373,145422,"Zantho, St. Laurent",Zantho,Austria,Burgenland,Neusiedlersee,St Laurent,,,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,69000,2009,750
4374,145423,Zantho Beerenauslese,Zantho,Austria,Burgenland,Neusiedlersee,,,Welschriesling,Scheurebe,,,,,,,,,,,White,Dessert,11,8~10,SWEET5,ACIDITY2,BODY4,TANNIN1,106000,2006,375
4375,145424,Gruener veltliner,Golser,Austria,Burgenland,Neusiedlersee,,,Gruner Veltliner,,,,,,,,,,,,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,35000,2010,750
4376,145425,Bouvier,Golser,Austria,Burgenland,Neusiedlersee,,,Bouvier,,,,,,,,,,,,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,45000,2010,750
4377,145426,"Golser, Weissburgunder Spaetlese",Golser,Austria,Burgenland,Neusiedlersee,,,Weissburgunder,,,,,,,,,,,,White,"Table, Dessert",11,9~11,SWEET3,ACIDITY3,BODY3,TANNIN1,0,2014,750
4378,145427,"Golser, Blaufrankisch Classic",Golser,Austria,Burgenland,Neusiedlersee,,,Blaufrankisch,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2013,750
4379,145428,"Gager, Vitikult",Gager,Austria,Burgenland,Mittelburgenland,,,Blaufrankisch,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,98000,2004,750
4380,145429,"Gager, Quattro",Gager,Austria,Burgenland,Mittelburgenland,,,Cabernet Sauvignon,Blaufrankisch,Zweigelt,Merlot,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,158000,2005,750
4381,145430,"Gager, Cablot",Gager,Austria,Burgenland,Mittelburgenland,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,230000,2005,750
4382,145431,"Gesellmann, Pinot Noir Siglos",Gesellmann,Austria,Burgenland,,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,220000,2004,750
4383,145432,"Gesellmann, Chardonnay",Gesellmann,Austria,Burgenland,,,,Chardonnay,,,,,,,,,,,,White,Dessert,13,6~8,SWEET5,ACIDITY2,BODY3,TANNIN1,0,2016,750
4384,145433,"Kremser Goldberg, Keller meister Privat",Winzer Krems Winery,Austria,Niederosterreich,,,,Gruner Veltliner,,,,,,,,,,,,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2017,750
4385,145434,"Concha y Toro, Trio Reserva Cabernet Sauvignon",Concha y Toro,Chile,Maipo Valley,,,,Cabernet Sauvignon,Syrah & Shiraz,Cabernet Franc,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2017,750
4386,145435,"Concha y Toro, Trio Reserva Merlot",Concha y Toro,Chile,Rapel Valley,,,,Merlot,Carmenere,Cabernet Sauvignon,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2017,750
4387,145436,"Concha y Toro, Trio Reserva Chardonnay",Concha y Toro,Chile,Aconcagua,Casablanca Valley,,,Chardonnay,Pinot Grigio,Pinot Blanc,,,,,,,,,,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,40000,2017,750
4388,145437,"Thorn-Clarke, Sandpiper Pinot Noir Chardonnay",Thorn Clarke,Australia,South Australia,Barossa Valley,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY3,BODY3,TANNIN1,0,0,750
4389,145445,"Bodegas Arzuaga Navarro, Lerma",Bodegas Arzuaga Navarro,Spain,,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,59000,2005,750
4390,145446,"J.P.Chenet, Merlot",JP Chenet,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~17,SWEET2,ACIDITY3,BODY2,TANNIN3,19000,2006,750
4391,145448,"JP Chenet, Medium Sweet",JP Chenet,France,Southern France,Languedoc Roussillon,,,Terret Blanc,Clairette,Macabeo,,,,,,,,,,White,"Appetizer, Table, Dessert",,,SWEET3,ACIDITY2,BODY2,TANNIN1,0,0,750
4392,145449,"J.P Chenet, Premier Chardonnay",JP Chenet,France,Southern France,Languedoc Roussillon,,,Chardonnay,,,,,,,,,,,,White,Table,12~13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,28000,2005,750
4393,145450,"J.P Chenet, Premier Cabernet Sauvignon",JP Chenet,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,28000,2005,750
4394,145451,"JP Chenet, Sparkling Rose",JP Chenet,France,Southern France,Languedoc Roussillon,,,Bobal,,,,,,,,,,,,Sparkling,"Appetizer, Table",11~12,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
4395,145452,"J.P Chenet, Rose",JP Chenet,France,Southern France,Languedoc Roussillon,,,Cinsault,Grenache,,,,,,,,,,,Rose,"Appetizer, Table",11~12,11~13,SWEET1,ACIDITY4,BODY3,TANNIN1,0,0,750
4396,145453,"Vincent Girardin, Gevrey Chambertin Vieilles Vignes",Vincent Girardin,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,13,14~16,SWEET1,ACIDITY5,BODY3,TANNIN3,170000,2009,750
4397,145454,"Duroche, Gevrey Chambertin 1er cru estournelles st jacques",Duroche,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
4398,145455,"Vougeraie, Chambolle Musigny",Vougeraie,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
4399,145456,"Vincent Girardin, Corton Charlemagne Grand Cru",Vincent Girardin,France,Bourgogne,Cote de Beaune,AloxeCorton,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,250000,2007,750
4400,145458,"Vincent Girardin, Savigny les Beaune 'Les Vermots Dessus'",Vincent Girardin,France,Bourgogne,Cote de Beaune,SavignylesBeaune,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN1,90000,2010,750
4401,145460,"Vincent Girardin, Bourgogne Pinot Noir Vieilles Vignes",Vincent Girardin,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,70000,2008,750
4402,145461,"Vincent Girardin, Emotion de Terroirs White",Vincent Girardin,France,Bourgogne,,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2016,750
4403,145462,"Vincent Girardin, Emotion de Terroirs Red",Vincent Girardin,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,90000,2015,750
4404,145463,"Vincent Girardin, Volnay Vieilles Vignes",Vincent Girardin,France,Bourgogne,Cote de Beaune,Volnay,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,150000,2006,750
4405,145464,"Vincent Girardin, Pommard les vignots",Vincent Girardin,France,Bourgogne,Cote de Beaune,Pommard,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN2,150000,2006,750
4406,145465,"Vincent Girardin, Vosne Romanee Vieilles Vignes",Vincent Girardin,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,180000,2007,750
4407,145466,"Vougeraie, Savigny les Beaune 1er Cru",Vougeraie,France,Bourgogne,Cote de Beaune,SavignylesBeaune,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2017,750
4408,145468,"Domaine Gros Frere et Soeur, Bourgogne Hautes Cotes de Nuits Rouge",Domaine Gros Frere et Soeur,France,Bourgogne,Cote de Nuits,Bourgogne Hautes Cotes de Nuits,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,90000,2017,750
4409,145471,"Domaine Gros Frere et Soeur, Vosne Romanee 1er Cru",Domaine Gros Frere et Soeur,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
4410,145473,"Domaine Gros Frere et Soeur, Clos de Vougeot Grand Cru 'Musigni'",Domaine Gros Frere et Soeur,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
4411,145477,"Larlot, Nuits St Georges 1er cru clos de l'Arlot",Larlot,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
4412,145478,"Domaine Bertagna, Chambolle Musigny",Domaine Bertagna,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,190000,2006,750
4413,145479,"Domaine Bertagna, Vougeot",Domaine Bertagna,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
4414,145480,"Domaine Bertagna, Hautes cotes de nuits les dames huguette",Domaine Bertagna,France,Bourgogne,Cote de Nuits,Bourgogne Hautes Cotes de Nuits,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2015,750
4415,145483,Vin 7479 Cabernet Sauvignon,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,27000,2014,750
4416,145484,"Casa Vitivinicola Tinazzi, Tinazzi Dugal",Casa Vitivinicola Tinazzi,Italy,Cabernet Sauvignon,,,,Merlot,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
4417,145485,L'Ostal Cazes Estibals,Lostal Cazes  Jean Michel Cazes,France,Southern France,Languedoc Roussillon,Minervois,,Syrah & Shiraz,Grenache,Carignan,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,48000,2015,750
4418,145487,"Casa Vitivinicola Tinazzi, Bastia San Michele",Casa Vitivinicola Tinazzi,Italy,Veneto,Bardolino,,,Cabernet Sauvignon,Corvina,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
4419,145488,"Beviam, Cabernet Sauvignon",23 Cavas Del 23,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2014,750
4420,145489,Beviam Malbec,23 Cavas Del 23,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
4421,145490,Vika Oak Malbec,SRL Cerro Correa SRL,Argentina,San Juan,,,,Malbec,,,,,,,,,,,,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,45000,2006,750
4422,145491,El Guardado Malbec,SRL Cerro Correa SRL,Argentina,San Juan,,,,Malbec,,,,,,,,,,,,Red,Table,13.4,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,70000,2007,750
4423,145492,El Guardado Syrah,SRL Cerro Correa SRL,Argentina,San Juan,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2007,750
4424,145493,Muscat Samos Kourtaki,Greek Wine Cellars D Kourtakis SA,Greece,Crete,,,,Muscat,,,,,,,,,,,,White,Dessert,15,7~9,SWEET5,ACIDITY2,BODY4,TANNIN1,50000,0,750
4425,145494,Mavrodaphne Patras Kourtaki,Greek Wine Cellars D Kourtakis SA,Greece,Crete,,,,Mavrodaphne,Korinthiaki,,,,,,,,,,,Red,Table,15,14~16,SWEET1,ACIDITY4,BODY4,TANNIN3,40000,0,750
4426,145495,Jindalee Cabernet Sauvignon,Jindalee Estate,Australia,Victoria,Murray Darling,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2014,750
4427,145496,Jindalee Merlot,Jindalee Estate,Australia,Victoria,Murray Darling,,,Merlot,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2007,750
4428,145497,Jindalee Shiraz,Jindalee Estate,Australia,Victoria,Murray Darling,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2014,750
4429,145498,Jindalee Sauvignon Blanc,Jindalee Estate,Australia,Victoria,Murray Darling,,,Sauvignon blanc,,,,,,,,,,,,White,Table,11.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,35000,2012,750
4430,145499,Jindalee Riesling,Jindalee Estate,Australia,Victoria,Murray Darling,,,Riesling,,,,,,,,,,,,White,Table,12,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,35000,2008,750
4431,145500,Real Bodega Reserva,Vinos  Bodegas,Spain,,,,,Tempranillo,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
4432,145501,Real Bodega Crianza,Vinos  Bodegas,Spain,,,,,Tempranillo,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2016,750
4433,145502,Adoro Semi Sweet Wine,SA Capel Vinos SA,Spain,,,,,Monastrell,Bobal,,,,,,,,,,,Red,Dessert,11.5,12~14,SWEET3,ACIDITY1,BODY3,TANNIN2,20000,0,750
4434,145503,Palacio De Arrieta Tinto Semi Dulce,SA Capel Vinos SA,Spain,,,,,Monastrell,Bobal,,,,,,,,,,,Red,"Table, Dessert",12,16~18,SWEET3,ACIDITY3,BODY3,TANNIN2,20000,0,750
4435,145504,Las Cuatro Estacioners Sweet,Vinos  Bodegas,Spain,,,,,Monastrell,Garnacha,Bobal,,,,,,,,,,Red,Table,11,15~17,SWEET4,ACIDITY1,BODY2,TANNIN2,0,0,750
4436,145506,"Taittinger, Prelude Grands Crus",Taittinger,France,Champagne,,,,Chardonnay,Pinot Noir,,,,,,,,,,,Sparkling,Appetizer,12,6~8,SWEET1,ACIDITY5,BODY4,TANNIN1,317000,0,750
4437,145507,Farncis Coppola Diamond Collection Silver Label Pinot Noir,Francis Ford Coppola,USA,California,Monterey County,Monterey,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,69000,2011,750
4438,145508,"Soldo, Soave",Soldo Spa,Italy,Veneto,Soave,,,Garnacha,Pinot Bianco,,,,,,,,,,,White,Table,11.5,8~11,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2012,750
4439,145509,"Gerard Bertrand, 6eme Sens Rouge Reserve",Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Merlot,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
4440,145511,"Maison Bouachon, Cote Rotie Prince de Monvert Rouge",Maison Bouachon,France,Rhone,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~19,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2006,750
4441,145512,"Maison Bouachon, Hermitage",Maison Bouachon,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~19,SWEET1,ACIDITY4,BODY4,TANNIN5,0,2005,750
